name,score,ingredients
"Lancome L'ABSOLU ROUGE, 132 Caprice",5,"Pentaerythrityl Isostearate/Caprate/Caprylate/Adipate, Macadamia Ternifolia Seed Oil, Octyldodecyl Stearate, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Peg-45/Dodecyl Glycol Copolymer, Polyglyceryl-3 Beeswax, Hydrogenated Castor Oil Dimer Dilinoleate, Bis-Diglyceryl, Polyacyladipate-2, Tin Oxide, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Methicone, Silica, Alumina, Magnesium Silicate, Hydroxypalmitoyl Sphinganine, Hydroxypropyl Tetrahydropyrantriol, Synthetic Fluorphlogopite, Disteardimonium Hectorite, Polyester-3, Bht, Tocopheryl Acetate, Fragrance, Geraniol, Methyl-2-Octynoate, Hydroxycitronellal, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, May Contain: May Contain/Peut Contenir, Ci 15850/Red 6, Ci 15850/Red 7, Ci 15850/Red 7 Lake, Ci 15985/Yellow 6 Lake, Ci 19140/Yellow 5 Lake, Ci 42090/Blue 1 Lake, Ci 45370/Orange 5, Ci 45380/Red 22, Ci 45380/Red 22 Lake, Ci 45410/Red 28, Ci 45410/Red 28 Lake, Ci 75470/Carmine, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 77891/Titanium Dioxide, Mica"
"Giorgio Armani Beauty Rouge Ecstasy Express Moisture Rich Lipcolor, Hot 401",5,"Bis-Diglyceryl Polyacyladipate-2, Pentaerythrityl Tetraisostearate, Pentaerythrityl, Isostearate/Caprate/Caprylate/Adipate, Caprylic/Capric Triglyceride, Cera Microcristallina/ Microcrystalline Wax, Octyldodecyl Neopentanoate, Polybutene, Arachidyl Propionate, Butyrospermum Parkii Butter/Shea Butter, Hydrogenated Coco-Glycerides, Hydrogenated Jojoba Oil, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Hdi/Trimethylol Hexyllactone Crosspolymer, Copernicia Cerifera Cera/Carnauba Wax, Disteardimonium Hectorite, Ascorbic Acid, Hydroxycitronellal, Hydroxypropyl Tetrahydropyrantriol, Hydrolyzed Linseed Extract, Magnesium Silicate, Calcium Aluminum Borosilicate, Silica, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Benzyl Alcohol, Tin Oxide, Cinnamyl Alcohol, Linalool, Isoeugenol, Alpha-Isomethyl Ionone, BHT, Alumina, Fragrance, May Contain: May Contain Ci 77891/Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 45410/Red 28 Lake, Ci 15850/Red 7, Ci 45380/Red 22 Lake, Ci 15985/Yellow 6 Lake, Ci 42090/Blue 1 Lake, Ci 15850/Red 6, Ci 19140/Yellow 5 Lake, Ci 15850/Red 7 Lake, Ci 75470/Carmine, Mica"
"Lancome L'Absolu Rouge Drama Matte, 417 Berry Intense",5,"Dimethicone, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Polyisobutene, Talc, Phenyl Trimethicone, Tridecyl Trimellitate, Hydrogenated Jojoba Oil, Dimethicone Crosspolymer, Paraffin, Isostearyl Isostearate, Microcrystalline Wax, PTFE, Isohexadecane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Alumina, Polyethylene, Tin Oxide, Water, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Silica, Aluminum Hydroxide, Magnesium Silicate, Colophonium/Rosin, Propylene Glycol, Hydroxypropyl Tetrahydropyrantriol, Synthetic Fluorphlogopite, Synthetic Wax, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Geraniol, Hydroxycitronellal, Citronellol, Hexyl Cinnamal, Benzyl Alcohol, Fragrance, May Contain: Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Yellow 6 Lake (Ci 15985), Red 33 Lake (Ci 17200), Red 22 Lake (Ci 45380), Red 28 Lake (Ci 45410), Carmine (Ci 75470), Barium Sulfate (Ci 77120), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Titanium Dioxide (Ci 77891), Mica, Red 6 (Ci 15850), Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090)"
"Too Faced Cocoa Powder Foundation, (Fair, Light, Golden Light, Light/Medium, Medium, Medium/Tan, Tan, Deep Tan)",5,"Talc, Boron Nitride, Butyloctyl Salicylate, Dimethicone, Silica, Mica, Polyethylene, Magnesium Myristate, Bambusa Arundinacea Stem Powder, Nylon-12, PTFE, Aroma/Flavor, Farnesyl Acetate, Octyldodecyl Stearate, Octyldodecyl Stearoyl Stearate, Panthenyl Triacetate, Theobroma Cacao (Cocoa) Fruit Powder, Theobroma Cacao (Cocoa) Seed Butter, Cocos Nucifera Water, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Alaria Esculenta Extract, Silica Dimethyl Silylate, Butylene Glycol, Potassium Sorbate, Hexylene Glycol, Sodium Hyaluronate, EDTA, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)."
"Catrice Cosmetics Liquid Camouflage Concealer, 005 Light Natural",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Lancome MAQUICOMPLET Complete Coverage Concealer, Ivoire",5,"Water, Cyclopentasiloxane, Hydrogenated Polyisobutene, Sorbitan Isostearate, Propylene Glycol, Ozokerite, Hexylene Glycol, Honey, Magnesium Sulfate, Disteardimonium Hectorite, Acrylates Copolymer, Diazolidinyl Urea, Isopropyl Titanium Triisostearate, Methylparaben Silica, Propylparaben, Tocopherol, Disodium EDTA, Urea, Chamomilla Recutita Extract/Matricaria Flower Extract, Glycosaminoglycans, Sodium Hyaluronate, Centaurea Cyanus/Centaurea Cyanus Flower Extract, May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77499, CI 77492 (Iron Oxides), Mica"
"OFRA Cosmetics Corrector Tri-Pot, Yellow, Lite, Mint",5,"Glycine Soya oil, Bis-Diglyceryl Polyacyladipate-2, Beeswax, Caprylic/Capric, Triglyceride, Polybutene, Microcrystalline wax, Octyldodecyl StearoyI Stearate, Copernicia Cerifera, Candelilla, Phenoxyethanol, BHA, DL-Alpha-Tocopheryl, Acetate, Retinyl Pa Imitate. May Contain: Cl 77891 (titanium Dioxide), Cl 77491/77492/77499 (Iron Oxides), Cl 19140 (Yellow Slake), Cl 42090 (Blue 1 Lake), Cl 77007 (Ultramarines), Cl 77742 (Manganese Violet), Cl 15850 (Red 6 Lake)."
"Catrice Cosmetics Liquid Camouflage Concealer, 036 Hazelnut Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"OFRA Cosmetics Corrector Pot, Lilac",5,"Glycine Soya oil, Bis-Diglyceryl Polyacyladipate-2, Beeswax, Caprylic/Capric, Triglyceride, Polybutene, Microcrystalline wax, Octyldodecyl StearoyI Stearate, Copernicia Cerifera, Candelilla, Phenoxyethanol, BHA, DL-Alpha-Tocopheryl, Acetate, Retinyl Pa Imitate. May Contain: Cl 77891 (titanium Dioxide), Cl 77491/77492/77499 (Iron Oxides), Cl 19140 (Yellow Slake), Cl 42090 (Blue 1 Lake), Cl 77007 (Ultramarines), Cl 77742 (Manganese Violet), Cl 15850 (Red 6 Lake)."
"Catrice Cosmetics Liquid Camouflage Concealer, 048 Desert Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Catrice Cosmetics Liquid Camouflage Concealer, 080 Caramel Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Catrice Cosmetics Liquid Camouflage Concealer, 085 Chestnut Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"OFRA Cosmetics Corrector Pot, Mint",5,"Glycine Soya oil, Bis-Diglyceryl Polyacyladipate-2, Beeswax, Caprylic/Capric, Triglyceride, Polybutene, Microcrystalline wax, Octyldodecyl StearoyI Stearate, Copernicia Cerifera, Candelilla, Phenoxyethanol, BHA, DL-Alpha-Tocopheryl, Acetate, Retinyl Pa Imitate. May Contain: Cl 77891 (titanium Dioxide), Cl 77491/77492/77499 (Iron Oxides), Cl 19140 (Yellow Slake), Cl 42090 (Blue 1 Lake), Cl 77007 (Ultramarines), Cl 77742 (Manganese Violet), Cl 15850 (Red 6 Lake)."
Eleve Cosmetics FIXE Concealer,5,"Ethylhexyl Palmitate, Petrolatum, Phenyl Trimethicone, Silica, Cera Alba (Beeswax), Myristyl Lactate, Polyethylene, Centipeda Cunninghamii Extract, Natural Fragrance, Tocopherol May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491/77492/CI77499), Ultramarine Blue (CI 77007), Chromium Oxide Green (CI 77288), Mica (CI77091)"
"Lancome MAQUICOMPLET Complete Coverage Concealer, Camee",5,"Water, Cyclopentasiloxane, Hydrogenated Polyisobutene, Sorbitan Isostearate, Propylene Glycol, Ozokerite, Hexylene Glycol, Honey, Magnesium Sulfate, Disteardimonium Hectorite, Acrylates Copolymer, Diazolidinyl Urea, Isopropyl Titanium Triisostearate, Methylparaben Silica, Propylparaben, Tocopherol, Disodium EDTA, Urea, Chamomilla Recutita Extract/Matricaria Flower Extract, Glycosaminoglycans, Sodium Hyaluronate, Centaurea Cyanus/Centaurea Cyanus Flower Extract, May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77499, CI 77492 (Iron Oxides), Mica"
"SenseCosmetics Color Concealer, Green",5,"Water/Aqua/Eau, Cyclopentasiloxane, Dimethicone, PEG-10 Dimethicone, Glycerin, Kaolin, Isododecane, Polysilicone-11, Silica, Isobutylmethacrylate/Bis-Hydroxypropyl Dimethicone Acrylate Copolymer, Aluminum Starch Octenylsuccinate, Polymethylsilsesquioxane, Sodium Chloride, Sodium Hyaluronate, Glucosamine HCl, Aloe Barbadensis Leaf Juice, Retinyl Palmitate, Tocopherol, Zea Mays (Corn) Oil, Laminaria Digitata Extract, Saccharomyces Cerevisiae Extract, Panthenol, Lecithin, Triethoxycaprylylsilane, Methicone, Disteardimonium Hectorite, Cholecalciferol, Urea*, PEG/PPG-18/18 Dimethicone, Phenoxyethanol, Ethylhexylglycerin. May Contain: Titanium Dioxide (CI77891), Mica (CI 77019), Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499). *Synthetic"
"Algenist REVEAL Color Correcting Eye Serum Concealer, Tan",5,"Water, C12-15 Alkyl Benzoate, Talc, Glycerin, VP/Hexadecene Copolymer, Trimethylsiloxysilicate, Cetyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Sorbitan Sesquioleate, Titanium Dioxide, Dimethicone, Synthetic Fluorphlogopite, Isododecane, Boron Nitride, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Chondrus Crispus Extract, Dunaliella Salina Extract, Haematococcus Pluvialis Extract, Aphanizomenon Flos-Aquae Extract, Halidrys Siliquosa Extract, Olea Europaea Fruit Oil, Pongamia Glabra Seed Oil, Tocopheryl Acetate, Sodium Hyaluronate, Palmitoyl Pentapeptide-4, Carbomer, Hydrogenated Starch Hydrolysate, Polysorbate 20, Silica, Citric Acid, Acrylates/ Polytrimethylsiloxymethacrylate Copolymer, Disteardimonium Hectorite, Sodium Chloride, Hydrogen Dimethicone, Aluminum Hydroxide, Triethoxycaprylylsilane, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Disodium EDTA, Butylene Glycol, Sodium Dehydroacetate, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate, Phenoxyethanol, Fragrance, Butylphenyl Methylpropional, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Beta-Carotene (CI 40800), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
"Catrice Cosmetics Liquid Camouflage Concealer, 090 Espresso Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"La Mer The Concealer, Medium",5,"Octyldodecanol, Isotridecyl Isono1oate, Silica, Polyethylene, Paraffin, Polymethyl Methacrylate, Copernicia Cerifera (Carnauba) Wax Copernicia Cerifera Cera Cire De Carnauba, Ethylhexyl Palmitate, Microcrystalline WaxCera MicrocristallinaCire Microcristalline, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sorbitan Sesquioleate, Diphenylsiloxy Phenyl Trimethicone, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, WaterAquaEau, Cucumis Sativus (Cucumber) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Hordeum Distichon (Barley) ExtractExtrait D'Orge A Deux Rangs, Tourmaline, Centella Asiatica (Hydrocotyl) Extract, Anogeissus Leiocarpus Bark Extract, Silybum Marianum Fruit Extract, Poria Cocos Extract, Sodium Hyaluronate, Butylene Glycol, Triethoxycaprylylsilane, Tetrahexyldecyl Ascorbate, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Tocopheryl Acetate, Propylene Glycol Dicaprate, Caprylyl Glycol, Isododecane, Tocopheryl Linoleate/Oleate, Ethylhexylglycerin, Dimethicone, Silica Dimethyl Silylate, 1,2-Hexanediol, Trimethylsiloxysilicate, Fragrance (Parfum), Hexylene Glycol, Bht, Phenoxyethanol, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499)"
"Lancome MAQUICOMPLET Complete Coverage Concealer, Clair II",5,"Water, Cyclopentasiloxane, Hydrogenated Polyisobutene, Sorbitan Isostearate, Propylene Glycol, Ozokerite, Hexylene Glycol, Honey, Magnesium Sulfate, Disteardimonium Hectorite, Acrylates Copolymer, Diazolidinyl Urea, Isopropyl Titanium Triisostearate, Methylparaben Silica, Propylparaben, Tocopherol, Disodium EDTA, Urea, Chamomilla Recutita Extract/Matricaria Flower Extract, Glycosaminoglycans, Sodium Hyaluronate, Centaurea Cyanus/Centaurea Cyanus Flower Extract, May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77499, CI 77492 (Iron Oxides), Mica"
"Catrice Cosmetics Liquid Camouflage Concealer, 065 Bronze Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Catrice Cosmetics Liquid Camouflage Concealer, 047 Medium Rose",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Lancome MAQUICOMPLET Complete Coverage Concealer, Correcteur",5,"Water, Cyclopentasiloxane, Hydrogenated Polyisobutene, Sorbitan Isostearate, Propylene Glycol, Ozokerite, Hexylene Glycol, Honey, Magnesium Sulfate, Disteardimonium Hectorite, Acrylates Copolymer, Diazolidinyl Urea, Isopropyl Titanium Triisostearate, Methylparaben Silica, Propylparaben, Tocopherol, Disodium EDTA, Urea, Chamomilla Recutita Extract/Matricaria Flower Extract, Glycosaminoglycans, Sodium Hyaluronate, Centaurea Cyanus/Centaurea Cyanus Flower Extract, May Contain: CI 77891 (Titanium Dioxide), CI 77491, CI 77499, CI 77492 (Iron Oxides), Mica"
"OFRA Cosmetics Corrector Tri-Pot, Lite, Beige Medium, Amber",5,"Glycine Soya oil, Bis-Diglyceryl Polyacyladipate-2, Beeswax, Caprylic/Capric, Triglyceride, Polybutene, Microcrystalline wax, Octyldodecyl StearoyI Stearate, Copernicia Cerifera, Candelilla, Phenoxyethanol, BHA, DL-Alpha-Tocopheryl, Acetate, Retinyl Pa Imitate. May Contain: Cl 77891 (titanium Dioxide), Cl 77491/77492/77499 (Iron Oxides), Cl 19140 (Yellow Slake), Cl 42090 (Blue 1 Lake), Cl 77007 (Ultramarines), Cl 77742 (Manganese Violet), Cl 15850 (Red 6 Lake)."
"Catrice Cosmetics Liquid Camouflage Concealer, 020 Light Beige",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Catrice Cosmetics Liquid Camouflage Concealer, 018 Light Biscuit",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
"Algenist REVEAL Color Correcting Eye Serum Concealer, Light",5,"Water, C12-15 Alkyl Benzoate, Talc, Glycerin, VP/Hexadecene Copolymer, Trimethylsiloxysilicate, Cetyl Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Sorbitan Sesquioleate, Titanium Dioxide, Dimethicone, Synthetic Fluorphlogopite, Isododecane, Boron Nitride, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Chondrus Crispus Extract, Dunaliella Salina Extract, Haematococcus Pluvialis Extract, Aphanizomenon Flos-Aquae Extract, Halidrys Siliquosa Extract, Olea Europaea Fruit Oil, Pongamia Glabra Seed Oil, Tocopheryl Acetate, Sodium Hyaluronate, Palmitoyl Pentapeptide-4, Carbomer, Hydrogenated Starch Hydrolysate, Polysorbate 20, Silica, Citric Acid, Acrylates/ Polytrimethylsiloxymethacrylate Copolymer, Disteardimonium Hectorite, Sodium Chloride, Hydrogen Dimethicone, Aluminum Hydroxide, Triethoxycaprylylsilane, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Disodium EDTA, Butylene Glycol, Sodium Dehydroacetate, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate, Phenoxyethanol, Fragrance, Butylphenyl Methylpropional, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Beta-Carotene (CI 40800), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
"Catrice Cosmetics Liquid Camouflage Concealer, 007 Natural Rose",5,"AQUA (WATER), ISODODECANE, CYCLOPENTASILOXANE, POLYMETHYL METHACRYLATE, BUTYLENE GLYCOL, POLYGLYCERYL-4 ISOSTEARATE, CETYL PEG/PPG-10/1 DIMETHICONE, HEXYL LAURATE, POTASSIUM CETYL PHOSPHATE, VP/EICOSENE COPOLYMER, TOCOPHERYL ACETATE, TOCOPHEROL, SODIUM CHLORIDE, PEG/PPG-19/19 DIMETHICONE, DISTEARDIMONIUM HECTORITE, CERA ALBA (BEESWAX), DISODIUM EDTA, XANTHAN GUM, TRIETHOXYCAPRYLYLSILANE, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LECITHIN, ASCORBYL PALMITATE, CITRIC ACID, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)."
